CloseTimeMs,Date,Open,High,Low,Close,Volume,Buy,Sell
1759500299999,2025-10-03 11:00:00,4468.51,4468.51,4450.29,4465.33,41234.07,0,1
1759500599999,2025-10-03 11:05:00,4465.32,4466.52,4453.16,4456.88,13709.17,0,0
1759500899999,2025-10-03 11:10:00,4457.26,4460.0,4442.03,4446.82,23945.18,0,0
1759501199999,2025-10-03 11:15:00,4449.1,4452.6,4437.55,4441.42,27126.45,0,0
1759501499999,2025-10-03 11:20:00,4442.42,4460.3,4433.64,4457.36,46219.94,0,0
1759501799999,2025-10-03 11:25:00,4457.19,4466.7,4456.4,4464.4,17384.75,1,0
1759502099999,2025-10-03 11:30:00,4464.39,4464.67,4454.2,4461.63,10655.57,0,0
1759502399999,2025-10-03 11:35:00,4461.63,4477.33,4458.47,4475.01,20754.48,0,0
1759502699999,2025-10-03 11:40:00,4475.01,4479.99,4469.28,4471.24,14881.9,0,0
1759502999999,2025-10-03 11:45:00,4470.3,4486.0,4470.3,4478.84,18503.64,0,0
1759503299999,2025-10-03 11:50:00,4478.83,4488.14,4476.56,4486.33,12905.88,0,0
1759503599999,2025-10-03 11:55:00,4485.65,4487.0,4477.37,4481.4,11871.16,0,0
1759503899999,2025-10-03 12:00:00,4480.91,4480.91,4461.6,4462.87,20915.95,0,0
1759504199999,2025-10-03 12:05:00,4464.22,4472.82,4462.02,4465.09,17580.69,0,0
1759504499999,2025-10-03 12:10:00,4465.09,4465.94,4455.51,4465.58,10390.16,0,1
1759504799999,2025-10-03 12:15:00,4465.98,4492.22,4465.98,4483.8,33846.41,0,0
1759505099999,2025-10-03 12:20:00,4483.8,4493.67,4481.02,4484.77,21693.99,0,0
1759505399999,2025-10-03 12:25:00,4484.75,4484.75,4475.62,4477.86,11713.79,0,0
1759505699999,2025-10-03 12:30:00,4478.75,4504.53,4476.06,4501.24,40195.53,0,0
1759505999999,2025-10-03 12:35:00,4502.55,4504.99,4493.28,4496.99,18823.34,1,0
1759506299999,2025-10-03 12:40:00,4496.53,4502.0,4493.69,4499.32,10606.18,0,0
1759506599999,2025-10-03 12:45:00,4499.57,4508.47,4494.77,4503.06,19662.62,0,0
1759506899999,2025-10-03 12:50:00,4502.89,4526.17,4501.86,4525.49,44189.78,0,0
1759507199999,2025-10-03 12:55:00,4525.77,4540.77,4515.94,4532.88,47824.95,0,0
1759507499999,2025-10-03 13:00:00,4533.2,4559.17,4533.19,4538.9,77992.29,0,0
1759507799999,2025-10-03 13:05:00,4538.53,4541.59,4518.03,4540.02,54415.86,0,0
1759508099999,2025-10-03 13:10:00,4538.33,4555.55,4537.41,4540.46,46524.36,1,0
1759508399999,2025-10-03 13:15:00,4539.72,4547.49,4530.27,4533.71,27956.06,0,0
1759508699999,2025-10-03 13:20:00,4533.49,4548.81,4528.03,4537.07,29399.65,0,0
1759508999999,2025-10-03 13:25:00,4537.07,4551.28,4537.07,4546.68,22321.36,0,0
1759509299999,2025-10-03 13:30:00,4546.55,4555.77,4541.49,4554.42,22414.1,0,0
1759521899999,2025-10-03 17:00:00,4517.66,4518.08,4500.83,4503.99,23579.94,0,0
1759522199999,2025-10-03 17:05:00,4504.0,4509.0,4495.0,4496.92,16039.0,0,0
1759522499999,2025-10-03 17:10:00,4495.67,4503.2,4491.37,4502.22,13258.15,0,0
1759522799999,2025-10-03 17:15:00,4502.21,4512.94,4501.68,4512.94,7808.8,0,0
1759523099999,2025-10-03 17:20:00,4512.94,4517.86,4512.57,4514.85,6350.14,1,0
1759523399999,2025-10-03 17:25:00,4514.86,4517.36,4509.69,4515.99,5761.36,0,0
1759523699999,2025-10-03 17:30:00,4516.37,4524.82,4516.37,4520.34,6789.16,1,0
1759523999999,2025-10-03 17:35:00,4520.35,4526.47,4520.35,4524.33,3959.29,0,0
1759524299999,2025-10-03 17:40:00,4524.23,4539.06,4521.7,4537.92,10123.45,0,0
1759524599999,2025-10-03 17:45:00,4539.61,4541.21,4528.46,4529.59,8910.11,0,0
1759524899999,2025-10-03 17:50:00,4529.8,4529.8,4525.56,4527.21,4278.63,0,0
1759525199999,2025-10-03 17:55:00,4527.22,4534.69,4526.8,4531.01,4953.55,0,0
1759525499999,2025-10-03 18:00:00,4533.39,4535.74,4529.25,4534.82,5619.38,0,0
1759525799999,2025-10-03 18:05:00,4534.83,4535.81,4527.09,4527.23,7549.26,0,0
1759526099999,2025-10-03 18:10:00,4527.23,4531.25,4526.19,4531.25,5852.86,0,0
1759526399999,2025-10-03 18:15:00,4531.36,4533.31,4522.99,4522.99,4512.33,0,0
1759526699999,2025-10-03 18:20:00,4522.99,4528.16,4522.01,4525.24,5815.47,0,0
1759526999999,2025-10-03 18:25:00,4524.92,4526.69,4524.37,4526.0,2293.9,0,0
1759527299999,2025-10-03 18:30:00,4526.0,4531.37,4522.25,4522.25,5749.52,0,0
1759527599999,2025-10-03 18:35:00,4522.25,4525.43,4521.21,4523.63,2717.27,0,0
1759527899999,2025-10-03 18:40:00,4523.63,4523.63,4516.38,4521.92,5872.19,0,0
1759528199999,2025-10-03 18:45:00,4521.93,4524.62,4515.0,4515.0,3250.74,0,0
1759528499999,2025-10-03 18:50:00,4515.01,4520.74,4512.22,4520.73,6266.05,0,0
1759528799999,2025-10-03 18:55:00,4520.74,4526.67,4517.26,4521.11,5832.75,0,0
1759529099999,2025-10-03 19:00:00,4521.11,4530.54,4521.1,4529.76,6118.21,0,0
1759529399999,2025-10-03 19:05:00,4529.32,4533.0,4525.08,4531.89,4875.98,0,0
1759529699999,2025-10-03 19:10:00,4531.47,4531.47,4525.82,4528.51,3026.51,0,0
1759529999999,2025-10-03 19:15:00,4528.51,4528.59,4523.02,4525.73,3646.5,0,0
1759530299999,2025-10-03 19:20:00,4525.72,4529.0,4522.49,4526.95,3892.65,0,0
1759530599999,2025-10-03 19:25:00,4526.95,4528.32,4524.16,4524.56,1698.07,0,0
1759530899999,2025-10-03 19:30:00,4524.67,4530.01,4524.03,4529.09,2471.49,0,0
1759531199999,2025-10-03 19:35:00,4529.09,4532.98,4529.09,4532.49,2408.53,0,0
1759531499999,2025-10-03 19:40:00,4531.86,4532.06,4526.65,4526.65,2065.67,0,0
1759531799999,2025-10-03 19:45:00,4527.32,4530.59,4525.46,4530.3,2125.16,0,0
1759532099999,2025-10-03 19:50:00,4530.29,4530.65,4524.76,4524.76,2065.52,0,0
1759532399999,2025-10-03 19:55:00,4524.76,4526.69,4523.33,4526.69,2141.96,0,0
1759532699999,2025-10-03 20:00:00,4526.41,4527.27,4520.72,4520.72,3133.73,0,0
1759532999999,2025-10-03 20:05:00,4520.54,4520.85,4518.11,4518.13,3623.66,0,0
1759533299999,2025-10-03 20:10:00,4518.12,4518.12,4514.0,4515.79,4353.86,0,0
1759533599999,2025-10-03 20:15:00,4515.79,4519.58,4515.27,4519.26,5624.34,0,0
1759533899999,2025-10-03 20:20:00,4519.26,4521.98,4515.85,4517.37,3447.54,0,0
1759534199999,2025-10-03 20:25:00,4516.87,4517.41,4513.17,4514.71,2624.42,0,0
1759534499999,2025-10-03 20:30:00,4514.7,4515.85,4505.01,4515.84,12357.55,0,0
1759534799999,2025-10-03 20:35:00,4515.84,4521.5,4515.84,4521.5,3696.73,1,0
1759535099999,2025-10-03 20:40:00,4521.5,4521.84,4515.36,4515.88,3156.88,0,0
1759535399999,2025-10-03 20:45:00,4515.88,4518.23,4512.03,4512.03,2374.27,0,0
1759535699999,2025-10-03 20:50:00,4512.03,4517.55,4510.83,4513.59,5016.36,0,0
1759535999999,2025-10-03 20:55:00,4513.59,4513.6,4509.1,4510.73,3663.74,0,0
1759536299999,2025-10-03 21:00:00,4511.12,4511.65,4499.23,4506.33,19660.79,0,0
1759536599999,2025-10-03 21:05:00,4504.79,4515.4,4504.79,4512.96,6888.33,0,0
1759536899999,2025-10-03 21:10:00,4512.97,4515.48,4507.29,4507.29,3760.02,0,0
1759537199999,2025-10-03 21:15:00,4507.29,4509.15,4505.81,4507.97,4174.59,0,0
1759537499999,2025-10-03 21:20:00,4507.56,4508.7,4505.46,4508.68,2900.19,0,0
1759537799999,2025-10-03 21:25:00,4508.58,4508.58,4495.25,4495.73,12835.43,0,0
1759538099999,2025-10-03 21:30:00,4495.72,4501.13,4493.42,4495.38,8585.8,0,0
1759538399999,2025-10-03 21:35:00,4495.49,4499.6,4493.61,4493.62,5997.67,0,0
1759538699999,2025-10-03 21:40:00,4493.98,4503.68,4493.05,4497.42,8906.22,0,0
1759538999999,2025-10-03 21:45:00,4497.42,4501.92,4495.0,4495.26,5020.31,0,0
1759539299999,2025-10-03 21:50:00,4495.5,4499.23,4494.93,4497.58,2879.95,0,0
1759539599999,2025-10-03 21:55:00,4497.57,4500.0,4495.26,4499.67,2737.29,0,0
1759539899999,2025-10-03 22:00:00,4500.0,4500.77,4495.08,4495.36,3306.53,0,0
1759540199999,2025-10-03 22:05:00,4495.36,4496.85,4492.08,4494.88,4753.64,0,0
1759540499999,2025-10-03 22:10:00,4494.88,4495.0,4486.35,4490.19,13295.27,0,0
1759540799999,2025-10-03 22:15:00,4490.27,4492.72,4486.45,4491.24,5359.19,0,0
1759541099999,2025-10-03 22:20:00,4491.0,4492.3,4487.1,4487.49,5799.91,0,0
1759541399999,2025-10-03 22:25:00,4487.99,4489.59,4484.99,4485.4,5870.32,0,1
1759541699999,2025-10-03 22:30:00,4485.4,4491.09,4481.55,4487.91,8102.19,0,0
1759541999999,2025-10-03 22:35:00,4487.9,4487.9,4480.74,4484.0,9072.49,0,0
1759542299999,2025-10-03 22:40:00,4483.83,4484.72,4481.62,4482.18,3893.73,0,0
1759542599999,2025-10-03 22:45:00,4482.19,4483.0,4470.21,4473.0,20964.81,0,0
1759542899999,2025-10-03 22:50:00,4468.25,4474.14,4468.25,4470.72,13248.16,0,0
1759543199999,2025-10-03 22:55:00,4470.71,4478.34,4466.0,4478.27,16362.42,0,0
1759543499999,2025-10-03 23:00:00,4478.27,4486.55,4477.33,4484.79,10279.88,0,0
1759543799999,2025-10-03 23:05:00,4484.79,4488.0,4477.52,4477.52,7773.59,0,0
1759544099999,2025-10-03 23:10:00,4477.53,4480.63,4468.38,4469.41,9392.68,0,0
1759544399999,2025-10-03 23:15:00,4472.01,4472.35,4460.0,4467.42,21720.74,0,0
1759544699999,2025-10-03 23:20:00,4467.76,4474.81,4466.68,4469.52,10530.16,1,0
1759544999999,2025-10-03 23:25:00,4469.52,4478.28,4468.92,4477.35,8817.95,0,0
1759545299999,2025-10-03 23:30:00,4476.68,4478.02,4473.0,4477.64,6169.26,0,0
1759545599999,2025-10-03 23:35:00,4477.64,4479.44,4474.72,4477.16,3975.43,0,0
1759545899999,2025-10-03 23:40:00,4477.16,4480.7,4476.06,4478.35,3932.36,0,0
1759546199999,2025-10-03 23:45:00,4478.35,4482.34,4475.62,4481.14,4878.69,0,0
1759546499999,2025-10-03 23:50:00,4481.13,4487.23,4480.3,4487.23,7657.04,0,0
1759546799999,2025-10-03 23:55:00,4487.0,4487.28,4480.84,4481.99,4183.17,0,0
1759547099999,2025-10-04 00:00:00,4482.66,4485.84,4475.55,4477.2,5980.48,0,0
1759547399999,2025-10-04 00:05:00,4477.2,4477.86,4471.22,4473.69,7962.32,0,0
1759547699999,2025-10-04 00:10:00,4473.69,4474.15,4467.99,4472.12,6655.23,0,0
1759547999999,2025-10-04 00:15:00,4472.12,4478.53,4470.51,4477.85,6496.75,0,0
1759548299999,2025-10-04 00:20:00,4477.86,4481.13,4476.71,4479.82,4461.53,0,0
1759548599999,2025-10-04 00:25:00,4479.83,4481.05,4478.85,4480.53,2767.32,0,0
1759548899999,2025-10-04 00:30:00,4480.54,4484.5,4478.81,4483.5,4029.91,0,0
1759549199999,2025-10-04 00:35:00,4483.49,4484.21,4479.24,4479.24,2472.43,0,0
1759549499999,2025-10-04 00:40:00,4479.7,4481.87,4479.23,4480.51,2391.82,0,0
1759549799999,2025-10-04 00:45:00,4480.51,4485.69,4476.15,4478.07,8090.88,0,0
1759550099999,2025-10-04 00:50:00,4478.08,4483.73,4478.07,4483.68,2768.88,0,0
1759550399999,2025-10-04 00:55:00,4484.0,4486.59,4482.36,4484.47,4441.04,0,0
1759550699999,2025-10-04 01:00:00,4484.48,4487.75,4483.44,4485.42,3926.14,0,0
1759550999999,2025-10-04 01:05:00,4485.01,4489.5,4484.8,4488.08,4626.41,0,0
1759551299999,2025-10-04 01:10:00,4488.08,4488.57,4486.13,4486.13,2532.17,0,0
1759551599999,2025-10-04 01:15:00,4487.19,4487.56,4481.0,4483.07,4239.13,0,0
1759551899999,2025-10-04 01:20:00,4483.45,4483.59,4480.84,4481.99,2979.66,0,0
1759552199999,2025-10-04 01:25:00,4481.99,4483.44,4478.52,4478.52,3041.46,0,0
1759552499999,2025-10-04 01:30:00,4478.52,4481.98,4477.07,4480.66,2974.06,0,0
1759552799999,2025-10-04 01:35:00,4480.65,4483.88,4479.55,4481.4,2523.84,0,0
1759553099999,2025-10-04 01:40:00,4481.18,4493.97,4481.17,4491.08,9175.62,0,0
1759553399999,2025-10-04 01:45:00,4492.13,4497.39,4491.9,4493.38,9921.43,0,0
1759553699999,2025-10-04 01:50:00,4493.39,4494.92,4490.41,4490.41,3668.84,0,0
1759553999999,2025-10-04 01:55:00,4490.0,4490.75,4488.12,4490.68,3026.64,0,0
1759554299999,2025-10-04 02:00:00,4491.62,4497.93,4490.0,4496.79,7790.38,0,0
1759554599999,2025-10-04 02:05:00,4496.64,4502.53,4494.51,4502.39,10678.29,0,0
1759554899999,2025-10-04 02:10:00,4502.48,4502.91,4499.26,4502.91,7414.02,0,0
1759555199999,2025-10-04 02:15:00,4502.91,4502.91,4497.99,4500.42,4766.12,0,0
1759555499999,2025-10-04 02:20:00,4500.42,4503.4,4499.61,4502.32,4682.41,0,0
1759555799999,2025-10-04 02:25:00,4502.32,4508.91,4497.66,4498.57,12528.37,0,0
1759556099999,2025-10-04 02:30:00,4498.58,4499.52,4494.34,4497.12,4909.96,0,0
1759556399999,2025-10-04 02:35:00,4497.11,4499.4,4495.04,4495.06,4054.05,0,0
1759556699999,2025-10-04 02:40:00,4495.42,4499.02,4494.24,4494.96,10215.24,0,0
1759556999999,2025-10-04 02:45:00,4494.62,4497.57,4492.97,4497.57,5348.06,0,0
1759557299999,2025-10-04 02:50:00,4497.15,4501.41,4497.15,4501.3,4728.94,0,0
1759557599999,2025-10-04 02:55:00,4501.3,4502.21,4499.82,4501.61,2906.51,0,0
1759557899999,2025-10-04 03:00:00,4501.6,4508.33,4500.18,4507.34,6469.91,0,0
1759558199999,2025-10-04 03:05:00,4507.8,4508.8,4501.64,4504.04,4720.6,0,0
